pm2_5,city,co,pm10,level,o3,source,so2,crawl_time,date,aqi,no2
20,上海,0.5,42,优,94,aqi_redis_spider,8,2018-05-12 08:19:57.291000,2018-03-05,47,24
18,上海,0.4,39,良,103,aqi_redis_spider,8,2018-05-12 08:19:57.294000,2018-03-06,53,23
29,上海,0.7,55,轻度污染,167,aqi_redis_spider,9,2018-05-12 08:19:57.296000,2017-07-07,107,30
29,上海,0.6,51,良,154,aqi_redis_spider,9,2018-05-12 08:19:57.299000,2017-07-08,95,30
21,上海,0.6,42,良,120,aqi_redis_spider,10,2018-05-12 08:19:57.301000,2017-07-09,67,26
20,上海,0.6,42,优,97,aqi_redis_spider,8,2018-05-12 08:19:57.303000,2017-07-10,49,31
26,上海,0.6,45,轻度污染,176,aqi_redis_spider,9,2018-05-12 08:19:57.306000,2017-07-11,115,30
85,上海,1.3,94,中度污染,231,aqi_redis_spider,10,2018-05-12 08:19:57.308000,2017-08-06,166,48
79,上海,1,104,中度污染,256,aqi_redis_spider,10,2018-05-12 08:19:57.310000,2017-08-07,191,39
35,上海,0.9,58,良,101,aqi_redis_spider,9,2018-05-12 08:19:57.312000,2017-08-08,59,47
18,上海,0.8,28,优,84,aqi_redis_spider,7,2018-05-12 08:19:57.315000,2017-08-09,48,38
43,上海,0.9,62,中度污染,237,aqi_redis_spider,10,2018-05-12 08:19:57.317000,2017-08-10,172,38
22,上海,0.8,25,优,77,aqi_redis_spider,7,2018-05-12 08:19:57.319000,2017-09-07,50,40
17,上海,0.6,29,良,122,aqi_redis_spider,8,2018-05-12 08:19:57.322000,2017-09-08,69,32
26,上海,0.7,38,良,110,aqi_redis_spider,9,2018-05-12 08:19:57.324000,2017-09-09,59,27
27,上海,0.7,45,良,138,aqi_redis_spider,9,2018-05-12 08:19:57.326000,2017-09-10,82,26
24,上海,1,34,优,81,aqi_redis_spider,7,2018-05-12 08:19:57.328000,2017-09-11,49,39
47,上海,0.8,50,良,141,aqi_redis_spider,11,2018-05-12 08:19:57.331000,2017-10-07,85,46
22,上海,0.6,30,良,110,aqi_redis_spider,10,2018-05-12 08:19:57.333000,2017-10-08,59,34
23,上海,0.6,40,优,73,aqi_redis_spider,9,2018-05-12 08:19:57.335000,2017-10-09,44,35
19,上海,0.6,40,优,85,aqi_redis_spider,7,2018-05-12 08:19:57.337000,2017-10-10,43,26
15,上海,0.7,24,优,76,aqi_redis_spider,6,2018-05-12 08:19:57.339000,2017-10-11,38,26
98,上海,1.4,134,轻度污染,37,aqi_redis_spider,17,2018-05-12 08:19:57.342000,2017-11-07,129,118
98,上海,1.4,144,轻度污染,131,aqi_redis_spider,23,2018-05-12 08:19:57.344000,2017-11-08,129,74
16,上海,0.6,46,良,80,aqi_redis_spider,10,2018-05-12 08:19:57.346000,2017-11-09,67,53
43,上海,0.8,80,良,66,aqi_redis_spider,13,2018-05-12 08:19:57.348000,2017-11-10,74,59
16,上海,0.5,49,优,82,aqi_redis_spider,10,2018-05-12 08:19:57.351000,2017-11-11,49,35
43,上海,1,60,良,86,aqi_redis_spider,21,2018-05-12 08:19:57.353000,2017-02-11,74,59
63,上海,1.1,73,良,99,aqi_redis_spider,20,2018-05-12 08:19:57.355000,2017-02-12,99,79
59,上海,0.9,65,良,108,aqi_redis_spider,16,2018-05-12 08:19:57.357000,2017-02-13,93,74
67,上海,1,75,轻度污染,126,aqi_redis_spider,20,2018-05-12 08:19:57.360000,2017-02-14,103,86
66,上海,0.7,60,良,143,aqi_redis_spider,18,2018-05-12 08:19:57.362000,2017-02-15,89,55
53,上海,0.7,71,良,146,aqi_redis_spider,13,2018-05-12 08:19:57.365000,2017-03-11,89,43
26,上海,0.6,42,良,103,aqi_redis_spider,8,2018-05-12 08:19:57.367000,2017-03-12,53,39
27,上海,0.7,42,良,105,aqi_redis_spider,8,2018-05-12 08:19:57.370000,2017-03-13,55,28
27,上海,0.6,46,良,105,aqi_redis_spider,10,2018-05-12 08:19:57.372000,2017-03-14,55,33
20,上海,0.6,73,良,128,aqi_redis_spider,10,2018-05-12 08:19:57.374000,2017-04-13,74,53
31,上海,0.7,70,轻度污染,170,aqi_redis_spider,13,2018-05-12 08:19:57.376000,2017-04-14,110,50
43,上海,0.9,81,轻度污染,181,aqi_redis_spider,15,2018-05-12 08:19:57.378000,2017-04-15,120,58
44,上海,0.8,65,良,69,aqi_redis_spider,11,2018-05-12 08:19:57.381000,2017-04-16,82,65
53,上海,1.1,77,良,141,aqi_redis_spider,12,2018-05-12 08:19:57.383000,2017-04-17,85,57
49,上海,0.9,61,良,142,aqi_redis_spider,11,2018-05-12 08:19:57.390000,2018-05-01,85,59
58,上海,0.9,60,良,139,aqi_redis_spider,9,2018-05-12 08:19:57.392000,2018-05-02,83,40
33,上海,0.5,53,轻度污染,180,aqi_redis_spider,11,2018-05-12 08:19:57.394000,2018-05-03,119,47
33,上海,0.8,43,良,124,aqi_redis_spider,8,2018-05-12 08:19:57.396000,2017-05-12,70,48
49,上海,0.8,68,轻度污染,182,aqi_redis_spider,12,2018-05-12 08:19:57.399000,2017-05-13,120,54
55,上海,0.7,77,轻度污染,166,aqi_redis_spider,13,2018-05-12 08:19:57.401000,2017-05-14,106,41
21,上海,0.5,58,良,116,aqi_redis_spider,12,2018-05-12 08:19:57.403000,2017-05-15,64,36
15,上海,0.5,41,良,112,aqi_redis_spider,13,2018-05-12 08:19:57.405000,2017-05-16,60,42
54,上海,1,72,轻度污染,191,aqi_redis_spider,10,2018-05-12 08:19:57.407000,2016-07-15,129,49
65,上海,1,93,良,150,aqi_redis_spider,9,2018-05-12 08:19:57.409000,2016-07-16,92,36
76,上海,0.9,77,轻度污染,162,aqi_redis_spider,9,2018-05-12 08:19:57.412000,2016-07-17,102,28
31,上海,0.6,50,良,137,aqi_redis_spider,8,2018-05-12 08:19:57.414000,2016-07-18,81,21
31,上海,0.6,54,良,159,aqi_redis_spider,9,2018-05-12 08:19:57.416000,2016-07-19,100,23
18,上海,0.7,31,优,96,aqi_redis_spider,12,2018-05-12 08:19:57.418000,2016-08-16,48,19
18,上海,0.7,33,优,87,aqi_redis_spider,11,2018-05-12 08:19:57.420000,2016-08-17,44,20
17,上海,0.7,36,良,102,aqi_redis_spider,11,2018-05-12 08:19:57.423000,2016-08-18,52,17
20,上海,0.7,38,良,135,aqi_redis_spider,10,2018-05-12 08:19:57.425000,2016-08-19,80,24
29,上海,0.7,48,良,155,aqi_redis_spider,11,2018-05-12 08:19:57.427000,2016-08-20,96,28
8,上海,0.6,16,优,40,aqi_redis_spider,10,2018-05-12 08:19:57.429000,2016-09-16,23,18
13,上海,0.6,23,优,75,aqi_redis_spider,11,2018-05-12 08:19:57.432000,2016-09-17,38,20
31,上海,0.7,55,良,98,aqi_redis_spider,12,2018-05-12 08:19:57.434000,2016-09-18,53,18
16,上海,0.7,40,优,94,aqi_redis_spider,12,2018-05-12 08:19:57.437000,2016-09-19,47,20
17,上海,0.6,41,优,98,aqi_redis_spider,12,2018-05-12 08:19:57.439000,2016-09-20,49,29
33,上海,0.5,88,良,112,aqi_redis_spider,14,2018-05-12 08:19:57.441000,2018-04-03,69,33
30,上海,0.5,51,良,83,aqi_redis_spider,9,2018-05-12 08:19:57.443000,2018-04-04,51,34
26,上海,0.5,37,优,75,aqi_redis_spider,8,2018-05-12 08:19:57.445000,2018-04-05,45,36
49,上海,0.8,150,良,100,aqi_redis_spider,12,2018-05-12 08:19:57.448000,2018-04-06,100,35
23,上海,0.6,78,良,110,aqi_redis_spider,12,2018-05-12 08:19:57.450000,2018-04-07,64,38
45,上海,0.9,63,良,99,aqi_redis_spider,17,2018-05-12 08:19:57.452000,2016-10-16,68,54
33,上海,0.7,37,优,94,aqi_redis_spider,17,2018-05-12 08:19:57.455000,2016-10-17,48,32
18,上海,0.6,31,良,105,aqi_redis_spider,12,2018-05-12 08:19:57.457000,2016-10-18,55,33
28,上海,0.7,53,良,87,aqi_redis_spider,13,2018-05-12 08:19:57.459000,2016-10-19,54,43
23,上海,0.6,31,良,73,aqi_redis_spider,12,2018-05-12 08:19:57.461000,2016-10-20,53,42
14,上海,0.6,37,良,67,aqi_redis_spider,13,2018-05-12 08:19:57.464000,2016-11-16,69,55
17,上海,0.6,23,良,49,aqi_redis_spider,12,2018-05-12 08:19:57.466000,2016-11-17,73,58
65,上海,1,85,良,89,aqi_redis_spider,14,2018-05-12 08:19:57.468000,2016-11-18,88,65
110,上海,1.7,130,轻度污染,21,aqi_redis_spider,23,2018-05-12 08:19:57.471000,2016-11-19,144,96
41,上海,1,32,良,64,aqi_redis_spider,12,2018-05-12 08:19:57.473000,2016-11-20,58,34
62,上海,1.1,79,良,62,aqi_redis_spider,27,2018-05-12 08:19:57.475000,2016-12-15,84,59
139,上海,1.7,150,中度污染,75,aqi_redis_spider,38,2018-05-12 08:19:57.477000,2016-12-16,185,88
108,上海,1.3,136,轻度污染,80,aqi_redis_spider,23,2018-05-12 08:19:57.479000,2016-12-17,142,81
41,上海,1.3,83,轻度污染,55,aqi_redis_spider,16,2018-05-12 08:19:57.482000,2016-12-18,101,81
62,上海,1.4,93,轻度污染,30,aqi_redis_spider,21,2018-05-12 08:19:57.484000,2016-12-19,107,94
40,上海,0.7,114,良,102,aqi_redis_spider,15,2018-05-12 08:19:57.486000,2016-02-21,82,32
37,上海,0.6,76,良,103,aqi_redis_spider,11,2018-05-12 08:19:57.488000,2016-02-22,63,33
47,上海,0.7,89,良,93,aqi_redis_spider,12,2018-05-12 08:19:57.491000,2016-02-23,70,26
33,上海,0.6,49,优,100,aqi_redis_spider,15,2018-05-12 08:19:57.493000,2016-02-24,50,26
44,上海,0.7,60,良,110,aqi_redis_spider,16,2018-05-12 08:19:57.495000,2016-02-25,62,39
31,上海,0.6,39,良,65,aqi_redis_spider,12,2018-05-12 08:19:57.497000,2016-03-19,67,53
50,上海,0.6,78,良,115,aqi_redis_spider,17,2018-05-12 08:19:57.500000,2016-03-20,69,53
52,上海,0.6,68,良,116,aqi_redis_spider,15,2018-05-12 08:19:57.502000,2016-03-21,72,41
36,上海,0.5,51,良,96,aqi_redis_spider,15,2018-05-12 08:19:57.504000,2016-03-22,58,46
30,上海,0.4,57,良,119,aqi_redis_spider,14,2018-05-12 08:19:57.507000,2016-03-23,66,29
30,上海,0.8,52,良,61,aqi_redis_spider,13,2018-05-12 08:19:57.509000,2017-12-08,64,51
49,上海,1.1,73,轻度污染,53,aqi_redis_spider,20,2018-05-12 08:19:57.511000,2017-12-09,102,83
76,上海,1.2,115,轻度污染,59,aqi_redis_spider,23,2018-05-12 08:19:57.514000,2017-12-10,102,84
72,上海,1.4,97,轻度污染,54,aqi_redis_spider,19,2018-05-12 08:19:57.516000,2017-12-11,106,92
20,上海,0.6,36,良,79,aqi_redis_spider,10,2018-05-12 08:19:57.518000,2017-12-12,55,44
24,上海,0.6,43,良,110,aqi_redis_spider,11,2018-05-12 08:19:57.520000,2016-04-20,59,40
63,上海,1,114,轻度污染,178,aqi_redis_spider,15,2018-05-12 08:19:57.523000,2016-04-21,117,64
99,上海,1.1,124,中度污染,221,aqi_redis_spider,20,2018-05-12 08:19:57.525000,2016-04-22,156,61
36,上海,0.6,42,轻度污染,165,aqi_redis_spider,10,2018-05-12 08:19:57.527000,2016-04-23,105,24
50,上海,0.7,100,良,141,aqi_redis_spider,12,2018-05-12 08:19:57.529000,2016-04-24,85,41
49,上海,0.6,65,轻度污染,170,aqi_redis_spider,16,2018-05-12 08:19:57.531000,2016-05-19,110,25
24,上海,0.5,42,良,118,aqi_redis_spider,10,2018-05-12 08:19:57.534000,2016-05-20,65,24
16,上海,0.6,23,良,103,aqi_redis_spider,7,2018-05-12 08:19:57.536000,2016-05-21,53,32
56,上海,0.8,76,良,99,aqi_redis_spider,9,2018-05-12 08:19:57.538000,2016-05-22,77,39
86,上海,0.9,108,轻度污染,153,aqi_redis_spider,14,2018-05-12 08:19:57.540000,2016-05-23,114,59
17,上海,0.6,28,良,69,aqi_redis_spider,14,2018-05-12 08:19:57.543000,2017-01-16,53,42
40,上海,0.9,53,良,47,aqi_redis_spider,18,2018-05-12 08:19:57.545000,2017-01-17,90,72
35,上海,0.8,46,良,70,aqi_redis_spider,16,2018-05-12 08:19:57.548000,2017-01-18,65,52
79,上海,1.1,89,轻度污染,68,aqi_redis_spider,21,2018-05-12 08:19:57.550000,2017-01-19,105,63
56,上海,0.9,82,轻度污染,189,aqi_redis_spider,14,2018-05-12 08:19:57.552000,2015-07-25,127,45
85,上海,1,109,轻度污染,192,aqi_redis_spider,13,2018-05-12 08:19:57.555000,2015-07-26,130,51
52,上海,0.8,91,轻度污染,200,aqi_redis_spider,17,2018-05-12 08:19:57.557000,2015-07-27,137,38
52,上海,0.8,84,中度污染,228,aqi_redis_spider,18,2018-05-12 08:19:57.559000,2015-07-28,163,36
52,上海,0.8,94,中度污染,236,aqi_redis_spider,20,2018-05-12 08:19:57.561000,2015-07-29,171,38
15,上海,0.7,22,优,94,aqi_redis_spider,9,2018-05-12 08:19:57.564000,2015-08-22,47,30
12,上海,0.7,21,优,95,aqi_redis_spider,8,2018-05-12 08:19:57.566000,2015-08-23,48,20
27,上海,0.8,34,良,106,aqi_redis_spider,9,2018-05-12 08:19:57.568000,2015-08-24,55,22
39,上海,0.9,57,良,154,aqi_redis_spider,15,2018-05-12 08:19:57.570000,2015-08-25,95,34
67,上海,1,98,轻度污染,201,aqi_redis_spider,19,2018-05-12 08:19:57.573000,2015-08-26,138,56
12,上海,0.4,18,良,116,aqi_redis_spider,7,2018-05-12 08:19:57.575000,2017-06-12,64,25
17,上海,0.6,22,良,102,aqi_redis_spider,9,2018-05-12 08:19:57.577000,2017-06-13,52,35
21,上海,0.5,34,良,112,aqi_redis_spider,8,2018-05-12 08:19:57.580000,2017-06-14,60,31
32,上海,0.5,47,良,138,aqi_redis_spider,9,2018-05-12 08:19:57.582000,2017-06-15,82,41
34,上海,0.5,45,良,144,aqi_redis_spider,9,2018-05-12 08:19:57.584000,2017-06-16,87,27
24,上海,0.7,35,良,102,aqi_redis_spider,13,2018-05-12 08:19:57.586000,2015-09-24,52,31
32,上海,0.7,46,良,124,aqi_redis_spider,13,2018-05-12 08:19:57.589000,2015-09-25,70,30
35,上海,0.7,53,良,134,aqi_redis_spider,11,2018-05-12 08:19:57.591000,2015-09-26,79,23
30,上海,0.6,48,良,129,aqi_redis_spider,11,2018-05-12 08:19:57.593000,2015-09-27,75,19
26,上海,0.6,44,良,131,aqi_redis_spider,10,2018-05-12 08:19:57.595000,2015-09-28,76,20
82,上海,0.9,105,轻度污染,175,aqi_redis_spider,15,2018-05-12 08:19:57.598000,2015-10-22,114,47
43,上海,0.7,69,良,127,aqi_redis_spider,14,2018-05-12 08:19:57.600000,2015-10-23,73,47
46,上海,0.7,62,良,111,aqi_redis_spider,15,2018-05-12 08:19:57.602000,2015-10-24,64,39
45,上海,0.8,63,良,109,aqi_redis_spider,14,2018-05-12 08:19:57.604000,2015-10-25,63,37
49,上海,0.8,75,良,133,aqi_redis_spider,14,2018-05-12 08:19:57.606000,2015-10-26,78,40
28,上海,0.9,24,良,58,aqi_redis_spider,10,2018-05-12 08:19:57.609000,2015-11-21,67,53
30,上海,1,45,良,80,aqi_redis_spider,12,2018-05-12 08:19:57.611000,2015-11-22,57,45
32,上海,1.1,37,良,67,aqi_redis_spider,11,2018-05-12 08:19:57.613000,2015-11-23,59,47
19,上海,0.8,34,优,69,aqi_redis_spider,9,2018-05-12 08:19:57.615000,2015-11-24,35,26
32,上海,0.7,44,优,71,aqi_redis_spider,13,2018-05-12 08:19:57.617000,2015-11-25,46,34
56,上海,1,68,良,61,aqi_redis_spider,16,2018-05-12 08:19:57.620000,2015-12-24,77,53
179,上海,1.7,180,重度污染,73,aqi_redis_spider,34,2018-05-12 08:19:57.622000,2015-12-25,229,73
110,上海,1.5,108,轻度污染,50,aqi_redis_spider,30,2018-05-12 08:19:57.624000,2015-12-26,144,90
68,上海,1.1,85,良,71,aqi_redis_spider,20,2018-05-12 08:19:57.627000,2015-12-27,92,57
34,上海,0.7,56,良,73,aqi_redis_spider,16,2018-05-12 08:19:57.629000,2015-12-28,53,33
17,上海,0.6,33,优,57,aqi_redis_spider,14,2018-05-12 08:19:57.631000,2015-01-28,33,28
13,上海,0.6,17,优,55,aqi_redis_spider,11,2018-05-12 08:19:57.634000,2015-01-29,28,39
69,上海,0.9,78,良,58,aqi_redis_spider,22,2018-05-12 08:19:57.636000,2015-01-30,93,40
34,上海,0.7,44,优,69,aqi_redis_spider,19,2018-05-12 08:19:57.638000,2015-01-31,49,32
15,上海,0.6,18,优,69,aqi_redis_spider,8,2018-05-12 08:19:57.641000,2015-02-28,35,31
80,上海,0.9,95,轻度污染,140,aqi_redis_spider,14,2018-05-12 08:19:57.646000,2015-03-28,106,72
90,上海,1,97,轻度污染,165,aqi_redis_spider,19,2018-05-12 08:19:57.648000,2015-03-29,119,64
40,上海,0.7,36,良,133,aqi_redis_spider,11,2018-05-12 08:19:57.650000,2015-03-30,78,36
68,上海,1,79,良,151,aqi_redis_spider,16,2018-05-12 08:19:57.653000,2015-03-31,93,55
45,上海,0.7,75,轻度污染,171,aqi_redis_spider,16,2018-05-12 08:19:57.655000,2015-04-27,110,29
72,上海,1,101,轻度污染,170,aqi_redis_spider,19,2018-05-12 08:19:57.658000,2015-04-28,109,40
46,上海,0.8,54,良,124,aqi_redis_spider,13,2018-05-12 08:19:57.660000,2015-04-29,70,39
73,上海,0.9,95,良,139,aqi_redis_spider,22,2018-05-12 08:19:57.662000,2015-04-30,97,50
40,上海,0.7,50,良,100,aqi_redis_spider,9,2018-05-12 08:19:57.665000,2015-05-28,57,34
36,上海,0.6,47,良,96,aqi_redis_spider,8,2018-05-12 08:19:57.668000,2015-05-29,51,31
47,上海,0.7,61,良,82,aqi_redis_spider,12,2018-05-12 08:19:57.670000,2015-05-30,65,41
49,上海,0.6,55,良,128,aqi_redis_spider,10,2018-05-12 08:19:57.672000,2015-05-31,73,33
18,上海,0.7,33,良,107,aqi_redis_spider,9,2018-05-12 08:19:57.678000,2014-09-30,56,20
17,上海,0.6,26,优,48,aqi_redis_spider,9,2018-05-12 08:19:57.684000,2016-06-20,43,34
47,上海,0.8,75,轻度污染,171,aqi_redis_spider,12,2018-05-12 08:19:57.686000,2016-06-21,110,51
37,上海,0.8,56,良,79,aqi_redis_spider,10,2018-05-12 08:19:57.688000,2016-06-22,63,50
55,上海,0.8,78,轻度污染,180,aqi_redis_spider,12,2018-05-12 08:19:57.690000,2016-06-23,119,43
40,上海,0.7,69,良,121,aqi_redis_spider,12,2018-05-12 08:19:57.693000,2016-06-24,68,32
46,上海,0.8,63,良,49,aqi_redis_spider,12,2018-05-12 08:19:57.695000,2014-10-30,63,60
58,上海,1.3,47,良,35,aqi_redis_spider,13,2018-05-12 08:19:57.697000,2014-10-31,78,75
38,上海,1.1,34,良,70,aqi_redis_spider,13,2018-05-12 08:19:57.703000,2014-11-30,53,39
34,上海,0.8,78,良,61,aqi_redis_spider,22,2018-05-12 08:19:57.709000,2016-01-25,65,52
54,上海,1,89,轻度污染,61,aqi_redis_spider,25,2018-05-12 08:19:57.712000,2016-01-26,104,87
40,上海,1,56,轻度污染,29,aqi_redis_spider,16,2018-05-12 08:19:57.714000,2016-01-27,104,87
22,上海,1,26,良,37,aqi_redis_spider,11,2018-05-12 08:19:57.716000,2016-01-28,82,65
24,上海,0.8,46,优,73,aqi_redis_spider,12,2018-05-12 08:19:57.719000,2016-01-29,46,36
57,上海,0.7,82,良,145,aqi_redis_spider,13,2018-05-12 08:19:57.721000,2015-06-25,88,39
37,上海,1,40,良,71,aqi_redis_spider,12,2018-05-12 08:19:57.723000,2015-06-26,52,49
14,上海,0.6,12,优,90,aqi_redis_spider,8,2018-05-12 08:19:57.725000,2015-06-27,45,27
11,上海,0.6,14,良,101,aqi_redis_spider,7,2018-05-12 08:19:57.728000,2015-06-28,51,24
37,上海,0.7,53,良,83,aqi_redis_spider,8,2018-05-12 08:19:57.730000,2015-06-29,52,35
94,上海,1.5,79,轻度污染,71,aqi_redis_spider,13,2018-05-12 08:19:58.545000,2018-01-08,124,52
28,上海,0.8,56,良,67,aqi_redis_spider,14,2018-05-12 08:19:58.547000,2018-01-09,62,49
34,上海,0.9,72,良,60,aqi_redis_spider,18,2018-05-12 08:19:58.550000,2018-01-10,72,57
44,上海,1,73,良,59,aqi_redis_spider,23,2018-05-12 08:19:58.552000,2018-01-11,77,61
32,上海,1,54,良,47,aqi_redis_spider,19,2018-05-12 08:19:58.554000,2018-01-12,75,60
25,上海,0.7,42,良,75,aqi_redis_spider,13,2018-05-12 08:19:58.557000,2018-02-07,84,67
84,上海,1.2,97,轻度污染,65,aqi_redis_spider,19,2018-05-12 08:19:58.560000,2018-02-08,112,67
63,上海,1,61,良,76,aqi_redis_spider,14,2018-05-12 08:19:58.563000,2018-02-09,88,70
66,上海,1,98,良,75,aqi_redis_spider,13,2018-05-12 08:19:58.565000,2018-02-10,89,51
20,上海,0.5,29,优,79,aqi_redis_spider,9,2018-05-12 08:19:58.567000,2018-03-07,47,37
45,上海,0.6,60,良,92,aqi_redis_spider,9,2018-05-12 08:19:58.569000,2018-03-08,63,29
39,上海,0.7,50,良,79,aqi_redis_spider,12,2018-05-12 08:19:58.572000,2018-03-09,60,48
67,上海,0.7,68,良,148,aqi_redis_spider,14,2018-05-12 08:19:58.574000,2018-03-10,90,60
62,上海,0.7,56,良,133,aqi_redis_spider,12,2018-05-12 08:19:58.577000,2018-03-11,84,58
38,上海,0.7,64,中度污染,217,aqi_redis_spider,10,2018-05-12 08:19:58.579000,2017-07-12,152,36
44,上海,0.8,74,中度污染,237,aqi_redis_spider,12,2018-05-12 08:19:58.582000,2017-07-13,172,39
45,上海,0.8,75,轻度污染,214,aqi_redis_spider,10,2018-05-12 08:19:58.584000,2017-07-14,150,44
35,上海,0.6,58,轻度污染,200,aqi_redis_spider,9,2018-05-12 08:19:58.586000,2017-07-15,137,22
22,上海,0.5,48,轻度污染,198,aqi_redis_spider,9,2018-05-12 08:19:58.589000,2017-07-16,135,18
64,上海,1,88,中度污染,244,aqi_redis_spider,10,2018-05-12 08:19:58.591000,2017-08-11,179,51
44,上海,0.7,55,良,150,aqi_redis_spider,8,2018-05-12 08:19:58.594000,2017-08-12,92,28
32,上海,0.7,51,良,127,aqi_redis_spider,8,2018-05-12 08:19:58.596000,2017-08-13,73,30
17,上海,0.7,34,良,120,aqi_redis_spider,8,2018-05-12 08:19:58.598000,2017-08-14,67,36
57,上海,1,77,轻度污染,197,aqi_redis_spider,9,2018-05-12 08:19:58.601000,2017-08-15,134,40
24,上海,0.7,42,良,138,aqi_redis_spider,8,2018-05-12 08:19:58.603000,2017-09-12,82,25
30,上海,0.7,48,良,144,aqi_redis_spider,8,2018-05-12 08:19:58.605000,2017-09-13,87,21
16,上海,0.6,43,良,141,aqi_redis_spider,8,2018-05-12 08:19:58.607000,2017-09-14,85,16
15,上海,0.5,37,优,86,aqi_redis_spider,6,2018-05-12 08:19:58.610000,2017-09-15,43,18
15,上海,0.5,38,良,124,aqi_redis_spider,8,2018-05-12 08:19:58.612000,2017-09-16,70,17
14,上海,0.6,29,优,92,aqi_redis_spider,7,2018-05-12 08:19:58.614000,2017-10-12,46,28
9,上海,0.5,30,优,91,aqi_redis_spider,7,2018-05-12 08:19:58.617000,2017-10-13,46,22
13,上海,0.5,38,良,111,aqi_redis_spider,8,2018-05-12 08:19:58.619000,2017-10-14,60,20
7,上海,0.5,14,良,101,aqi_redis_spider,7,2018-05-12 08:19:58.621000,2017-10-15,51,16
8,上海,0.5,16,优,89,aqi_redis_spider,7,2018-05-12 08:19:58.623000,2017-10-16,45,17
17,上海,0.6,55,良,75,aqi_redis_spider,11,2018-05-12 08:19:58.626000,2017-11-12,62,49
27,上海,0.6,54,良,68,aqi_redis_spider,10,2018-05-12 08:19:58.628000,2017-11-13,72,57
44,上海,0.7,65,良,64,aqi_redis_spider,11,2018-05-12 08:19:58.630000,2017-11-14,82,65
30,上海,0.7,69,良,89,aqi_redis_spider,12,2018-05-12 08:19:58.632000,2017-11-15,78,62
24,上海,0.7,33,良,73,aqi_redis_spider,9,2018-05-12 08:19:58.634000,2017-11-16,58,46
39,上海,0.8,57,良,83,aqi_redis_spider,13,2018-05-12 08:19:58.637000,2017-02-16,75,60
46,上海,0.7,67,良,75,aqi_redis_spider,13,2018-05-12 08:19:58.639000,2017-02-17,64,44
15,上海,0.5,36,良,71,aqi_redis_spider,13,2018-05-12 08:19:58.641000,2017-02-18,52,41
37,上海,0.7,66,良,117,aqi_redis_spider,13,2018-05-12 08:19:58.644000,2017-02-19,65,37
31,上海,0.7,47,良,117,aqi_redis_spider,14,2018-05-12 08:19:58.646000,2017-03-15,67,53
26,上海,0.6,40,良,100,aqi_redis_spider,11,2018-05-12 08:19:58.649000,2017-03-16,53,42
34,上海,0.6,41,良,106,aqi_redis_spider,11,2018-05-12 08:19:58.651000,2017-03-17,64,51
30,上海,0.5,40,良,101,aqi_redis_spider,11,2018-05-12 08:19:58.653000,2017-03-18,52,41
38,上海,0.6,42,良,104,aqi_redis_spider,11,2018-05-12 08:19:58.655000,2017-03-19,58,46
43,上海,0.9,123,良,143,aqi_redis_spider,16,2018-05-12 08:19:58.658000,2017-04-18,87,53
36,上海,0.8,108,良,138,aqi_redis_spider,12,2018-05-12 08:19:58.658000,2017-04-19,82,43
49,上海,0.9,80,良,138,aqi_redis_spider,10,2018-05-12 08:19:58.658000,2017-04-20,82,38
50,上海,0.9,81,良,108,aqi_redis_spider,16,2018-05-12 08:19:58.658000,2017-04-21,69,47
31,上海,0.7,63,良,141,aqi_redis_spider,10,2018-05-12 08:19:58.658000,2017-04-22,85,29
35,上海,0.6,75,轻度污染,169,aqi_redis_spider,10,2018-05-12 08:19:58.658000,2017-04-23,109,33
41,上海,0.7,85,轻度污染,181,aqi_redis_spider,11,2018-05-12 08:19:58.658000,2017-04-24,120,36
39,上海,0.7,66,良,124,aqi_redis_spider,10,2018-05-12 08:19:58.658000,2017-04-25,70,43
24,上海,0.6,37,良,120,aqi_redis_spider,7,2018-05-12 08:19:58.676000,2017-04-26,67,25
43,上海,0.5,70,轻度污染,205,aqi_redis_spider,15,2018-05-12 08:19:58.678000,2018-05-04,141,48
24,上海,0.5,46,良,125,aqi_redis_spider,10,2018-05-12 08:19:58.680000,2018-05-05,71,38
46,上海,0.7,58,良,115,aqi_redis_spider,13,2018-05-12 08:19:58.683000,2018-05-06,64,43
31,上海,0.7,41,优,93,aqi_redis_spider,8,2018-05-12 08:19:58.685000,2018-05-07,47,33
20,上海,0.5,50,良,133,aqi_redis_spider,10,2018-05-12 08:19:58.687000,2017-05-17,78,37
22,上海,0.6,49,良,156,aqi_redis_spider,10,2018-05-12 08:19:58.690000,2017-05-18,97,29
27,上海,0.6,50,良,157,aqi_redis_spider,10,2018-05-12 08:19:58.692000,2017-05-19,98,22
22,上海,0.6,42,良,125,aqi_redis_spider,9,2018-05-12 08:19:58.694000,2017-05-20,71,19
17,上海,0.5,36,良,121,aqi_redis_spider,8,2018-05-12 08:19:58.696000,2017-05-21,68,18
39,上海,0.7,70,轻度污染,203,aqi_redis_spider,11,2018-05-12 08:19:58.698000,2016-07-20,140,25
43,上海,0.8,69,中度污染,226,aqi_redis_spider,14,2018-05-12 08:19:58.701000,2016-07-21,161,33
47,上海,0.8,77,中度污染,234,aqi_redis_spider,14,2018-05-12 08:19:58.703000,2016-07-22,169,35
44,上海,0.8,77,轻度污染,200,aqi_redis_spider,13,2018-05-12 08:19:58.705000,2016-07-23,137,29
40,上海,0.7,64,轻度污染,178,aqi_redis_spider,11,2018-05-12 08:19:58.707000,2016-07-24,117,21
